product_id,product_name,category,price,stock_quantity
823,Product823,Category3,46.31,13864
824,Product824,Category8,54.46,28791
825,Product825,Category0,289.49,17709
826,Product826,Category1,232.65,10208
827,Product827,Category9,250.75,10200
828,Product828,Category1,200.89,3397
829,Product829,Category4,172.41,31500
830,Product830,Category8,274.50,7124
831,Product831,Category4,217.90,32414
832,Product832,Category3,226.85,31493
833,Product833,Category9,50.34,12024
834,Product834,Category7,172.50,22423
835,Product835,Category7,203.08,23664
836,Product836,Category1,190.20,20559
837,Product837,Category9,239.33,23654
838,Product838,Category3,313.92,29296
839,Product839,Category7,162.33,12320
840,Product840,Category3,62.35,505
841,Product841,Category4,232.64,15717
842,Product842,Category1,118.30,2465
843,Product843,Category3,83.29,29915
844,Product844,Category7,85.38,28307
845,Product845,Category9,153.61,545
846,Product846,Category3,176.35,1001
847,Product847,Category7,106.86,25003
848,Product848,Category3,105.18,23018
849,Product849,Category7,201.34,30817
850,Product850,Category6,88.02,17668
851,Product851,Category6,280.14,2295
852,Product852,Category7,174.33,22664
853,Product853,Category5,55.56,8970
854,Product854,Category5,191.79,20776
855,Product855,Category9,268.44,26624
856,Product856,Category1,130.94,11056
857,Product857,Category5,206.51,16796
858,Product858,Category8,303.83,24711
859,Product859,Category8,9.33,26211
860,Product860,Category7,119.67,2661
861,Product861,Category8,294.78,18354
862,Product862,Category6,54.71,25297
863,Product863,Category6,325.78,17820
864,Product864,Category4,88.65,25058
865,Product865,Category6,31.66,17541
866,Product866,Category1,168.04,29362
867,Product867,Category1,221.55,128
868,Product868,Category3,228.53,31776
869,Product869,Category5,78.46,14952
870,Product870,Category4,93.81,14670
871,Product871,Category1,33.76,6848
872,Product872,Category3,59.83,7638
873,Product873,Category3,263.49,26187
874,Product874,Category2,188.22,16842
875,Product875,Category3,284.80,24683
876,Product876,Category5,100.81,4466
877,Product877,Category7,51.85,30522
878,Product878,Category0,248.05,15557
879,Product879,Category5,165.48,5482
880,Product880,Category3,217.50,8867
881,Product881,Category5,284.89,13789
882,Product882,Category3,297.90,13272
883,Product883,Category8,237.14,5379
884,Product884,Category5,226.65,2513
885,Product885,Category2,291.28,7159
886,Product886,Category3,25.66,11548
887,Product887,Category9,177.56,24921
888,Product888,Category7,129.90,18337
889,Product889,Category6,199.99,23529
890,Product890,Category6,143.22,16034
891,Product891,Category6,90.41,8936
892,Product892,Category2,307.10,28788
893,Product893,Category8,263.14,22575
894,Product894,Category7,101.59,4603
895,Product895,Category5,135.29,6156
896,Product896,Category5,30.21,26598
897,Product897,Category2,137.92,2783
898,Product898,Category4,25.05,22448
899,Product899,Category5,116.91,29817
900,Product900,Category4,196.13,3154
901,Product901,Category1,93.64,23856
902,Product902,Category1,310.46,10952
903,Product903,Category8,16.25,12482
904,Product904,Category4,120.27,21066
905,Product905,Category8,211.77,28399
906,Product906,Category7,202.66,25671
907,Product907,Category0,153.12,18900
908,Product908,Category9,187.43,20513
909,Product909,Category0,200.24,19977
910,Product910,Category8,260.99,24236
911,Product911,Category0,324.75,28794
912,Product912,Category9,201.90,14692
913,Product913,Category3,150.01,7686
914,Product914,Category3,197.41,10608
915,Product915,Category7,214.07,10457
916,Product916,Category3,318.01,19034
917,Product917,Category2,267.54,12170
918,Product918,Category4,278.05,11404
919,Product919,Category9,84.78,23027
920,Product920,Category1,291.34,9098
921,Product921,Category3,238.57,2004
922,Product922,Category1,62.48,15345
923,Product923,Category7,124.70,19751
924,Product924,Category8,327.32,5427
925,Product925,Category9,189.47,22593
926,Product926,Category5,50.99,6927
927,Product927,Category0,75.85,7597
928,Product928,Category1,250.57,23251
929,Product929,Category1,296.79,26056
930,Product930,Category9,14.26,28753
931,Product931,Category2,134.29,6172
932,Product932,Category9,271.57,18083
933,Product933,Category3,28.25,24701
934,Product934,Category7,231.07,10398
935,Product935,Category2,170.60,2533
936,Product936,Category8,74.07,23831
937,Product937,Category0,291.85,11024
938,Product938,Category1,63.70,19160
939,Product939,Category7,220.11,215
940,Product940,Category1,155.17,24672
941,Product941,Category1,301.16,4686
942,Product942,Category9,96.77,15198
943,Product943,Category6,276.84,31388
944,Product944,Category3,175.50,19436
945,Product945,Category7,297.84,29853
946,Product946,Category4,303.04,28556
947,Product947,Category6,46.46,1081
948,Product948,Category3,217.37,16355
949,Product949,Category4,301.14,22914
950,Product950,Category9,134.24,4407
951,Product951,Category9,296.66,18832
952,Product952,Category1,36.05,23722
953,Product953,Category2,127.05,31004
954,Product954,Category2,209.46,4660
955,Product955,Category7,234.46,5343
956,Product956,Category5,236.02,3682
957,Product957,Category2,21.94,13224
958,Product958,Category9,30.27,12240
959,Product959,Category4,85.40,15936
960,Product960,Category4,129.56,18535
961,Product961,Category9,272.12,30974
962,Product962,Category5,242.55,26199
963,Product963,Category0,27.29,2856
964,Product964,Category9,141.89,12499
965,Product965,Category3,117.15,8208
966,Product966,Category4,269.72,21647
967,Product967,Category8,66.08,32235
968,Product968,Category1,243.14,15355
969,Product969,Category7,226.64,11888
970,Product970,Category2,164.94,3900
971,Product971,Category1,198.39,5429
972,Product972,Category3,305.47,14319
973,Product973,Category5,220.85,4040
974,Product974,Category9,128.51,25757
975,Product975,Category7,205.43,31632
976,Product976,Category7,91.57,18428
977,Product977,Category1,82.60,15714
978,Product978,Category4,312.06,4075
979,Product979,Category1,61.35,9954
980,Product980,Category7,185.21,20523
981,Product981,Category6,217.35,21920
982,Product982,Category6,254.07,23775
983,Product983,Category6,300.55,26606
984,Product984,Category1,259.40,20674
985,Product985,Category3,161.74,9091
986,Product986,Category7,240.47,15146
987,Product987,Category7,50.39,27089
988,Product988,Category2,252.72,12736
989,Product989,Category9,200.22,5670
990,Product990,Category6,2.94,16892
991,Product991,Category1,265.68,8580
992,Product992,Category0,193.91,32355
993,Product993,Category3,319.27,10305
994,Product994,Category8,325.27,9088
995,Product995,Category1,41.03,11615
996,Product996,Category2,313.33,4260
997,Product997,Category7,103.71,14249
998,Product998,Category0,21.29,4189
999,Product999,Category1,91.19,9362
1000,Product1000,Category0,130.21,11447
